id,parsed_jt,certification,llm_evaluation,llm_explanation,certification_names,jt-certification match,cluster,cluster_label,seniority
1188,Air Conditioner Equipment Mechanic,EPA certification,MATCH,EPA certification is often required for handling refrigerants in air conditioning systems.,EPA certification,MATCH,0,Skilled Trades & Technicians,Managerial
1189,Air Conditioning Equipment Mechanic,EPA Universal 608,MATCH,"EPA 608 is required for technicians handling refrigerants in air conditioning systems, directly relevant to this role.",EPA Universal 608,MATCH,0,Skilled Trades & Technicians,Managerial
1190,Air Conditioning Equipment Mechanic,EPA certification,MATCH,EPA certification is often required for handling refrigerants in air conditioning systems.,EPA certification,MATCH,0,Skilled Trades & Technicians,Managerial
1191,Air Conditioning Equipment Mechanic,EPA certification,MATCH,EPA certification is often required for handling refrigerants in air conditioning systems.,EPA certification,MATCH,0,Skilled Trades & Technicians,Managerial
1192,Air Conditioning Equipment Mechanic Supervisor HVAC Foreman,EPA 608 Certification,MATCH,"EPA 608 is essential for HVAC roles involving refrigerants, fitting an AC Mechanic Supervisor/Foreman.",EPA 608 Certification,MATCH,0,Skilled Trades & Technicians,Managerial
1193,Air Conditioning Repair,CFC certification,MATCH,CFC certification is often required for handling refrigerants in air conditioning repair.,CFC certification,MATCH,0,Skilled Trades & Technicians,Non-managerial
1226,Allied Health Professional Breast Sonographer,CPR certification,MATCH,"CPR is a common requirement for healthcare professionals with direct patient contact, including sonographers.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1228,Allied Health Professional CT Technologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,CT Technologists typically require licensure by the relevant authority to practice legally and safely.,Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1233,Allied Health Professional CT Technologist,CPR certification,MATCH,CPR is a common requirement for healthcare professionals like CT Technologists who have direct patient contact.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1239,Allied Health Professional CT Technologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,CT Technologists typically require licensure by the relevant authority to practice legally and safely.,Licensure as required by Authority Having Jurisdiction (AHJ),NO MATCH,3,Allied Health & Biomedical,Non-managerial
1241,Allied Health Professional CVOR Technologist,CPR certification,MATCH,CPR is a common and often required certification for healthcare professionals like CVOR Technologists.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1242,Allied Health Professional CVOR Technologist,CPR certification,MATCH,CPR is a common requirement for healthcare professionals like CVOR Technologists involved in direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1243,Allied Health Professional CVOR Technologist,CPR certification,MATCH,CPR is a standard requirement for healthcare professionals like CVOR Technologists involved in direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1244,Allied Health Professional CVOR Technologist,CPR certification,MATCH,CPR is a common and often required certification for healthcare professionals like CVOR Technologists.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1245,Allied Health Professional CVOR Technologist,CPR certification,MATCH,CPR is a standard requirement for healthcare professionals like CVOR Technologists involved in direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1246,Allied Health Professional CVOR Technologist,CPR certification,MATCH,"CPR is a standard requirement for healthcare professionals, including CVOR Technologists, for patient safety.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1248,Allied Health Professional Cardiac Sonography,CPR certification,MATCH,"CPR is a common requirement for allied health professionals, including cardiac sonographers, for patient safety.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1267,Allied Health Professional Echo Technologist,AED certification,MATCH,AED certification is relevant for healthcare professionals like Echo Technologists who may encounter cardiac emergencies.,AED certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1269,Allied Health Professional Echo Technologist,CPR certification,MATCH,CPR is a common and often required certification for healthcare professionals like Echo Technologists.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1286,Allied Health Professional MRI Technologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Licensure is commonly required for Allied Health Professionals like MRI Technologists to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),NO MATCH,3,Allied Health & Biomedical,Non-managerial
1288,Allied Health Professional MRI Technologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"MRI Technologists typically require licensure, which varies by jurisdiction (AHJ).",Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1291,Allied Health Professional MRI Technologist coronavirus,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including MRI Technologists, for patient safety.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1295,Allied Health Professional Mammography Technologist,CPR certification,MATCH,"CPR is often required for healthcare roles with direct patient contact, like Mammography Technologists.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1296,Allied Health Professional Mammography Technologist,CPR certification,MATCH,"CPR is often required for healthcare roles with direct patient contact, like Mammography Technologists.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1297,Allied Health Professional Mammography Technologist,CPR certification,MATCH,"CPR is often required for healthcare roles with direct patient contact, like Mammography Technologists.",CPR certification,NO MATCH,3,Allied Health & Biomedical,Non-managerial
1302,Allied Health Professional Medical Lab Technician,CPR certification,MATCH,"CPR is often required for healthcare professionals, including those in allied health roles like Medical Lab Technicians.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1316,Allied Health Professional Physicist,CPR certification,MATCH,Allied health professionals often require CPR for patient safety in clinical settings.,CPR certification,NO MATCH,1,Healthcare Professionals,Non-managerial
1320,Allied Health Professional Radiology Technician,CPR certification,MATCH,CPR is often required for healthcare professionals like Radiology Technicians who have direct patient contact.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1321,Allied Health Professional Radiology Technician,CPR certification,MATCH,CPR is a common and often required certification for healthcare professionals like radiology technicians.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1322,Allied Health Professional Radiology Technician,CPR certification,MATCH,CPR is often required for healthcare professionals like Radiology Technicians who have direct patient contact.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1323,Allied Health Professional Radiology Technician,CPR certification,MATCH,CPR is a common and often required certification for healthcare professionals like radiology technicians.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1325,Allied Health Professional Radiology Technician,CPR certification,MATCH,CPR is often required for healthcare roles like Radiology Technician involving direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1326,Allied Health Professional Radiology Technician,CPR certification,MATCH,CPR is often required for healthcare professionals like Radiology Technicians who have direct patient contact.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1335,Allied Health Professional Registered Respiratory Therapist,CPR certification,MATCH,CPR certification is typically required for Respiratory Therapists and other allied health professionals involved in direct patient care.,CPR certification,NO MATCH,3,Allied Health & Biomedical,Non-managerial
1336,Allied Health Professional Registered Respiratory Therapist,CPR certification,MATCH,CPR certification is highly relevant and often required for Registered Respiratory Therapists involved in direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1337,Allied Health Professional Registered Respiratory Therapist,CPR certification,MATCH,CPR certification is highly relevant and often required for Registered Respiratory Therapists involved in direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1338,Allied Health Professional Registered Respiratory Therapist,CPR certification,MATCH,CPR is a standard and often required certification for Respiratory Therapists involved in direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
1339,Allied Health Professional Registered Respiratory Therapist,CPR certification,MATCH,CPR certification is highly relevant and often required for Registered Respiratory Therapists involved in direct patient care.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
